AUN,School District,County,"2022-23
Estimated
Total BEF
(columns E+F)
July 2022","2022-23
Estimated
Level Up Supplement
July 2022","2022-23
Base BEF plus Estimated Student-Weighted Distribution
July 2022","2022-23
Base BEF","2022-23
Estimated
Student-Weighted Distribution","2021-22
Final BEF
May 2022","Dollar
Change
in Total BEF",Percent Change
106618603,Valley Grove SD,Venango,"$7,126,678 ",$0.00 ,"$7,126,678 ","$6,438,030.59 ","$688,647.06 ","$6,811,017.33 ","$315,661.00 ",0.05
105628302,Warren County SD,Warren,"$27,641,973 ",$0.00 ,"$27,641,973 ","$24,179,327.45 ","$3,462,645.17 ","$26,298,869.86 ","$1,343,103.00 ",0.05
101630504,Avella Area SD,Washington,"$4,469,810 ",$0.00 ,"$4,469,810 ","$4,222,685.82 ","$247,124.05 ","$4,322,384.95 ","$147,425.00 ",0.03
101630903,Bentworth SD,Washington,"$6,865,078 ",$0.00 ,"$6,865,078 ","$6,094,519.01 ","$770,559.30 ","$6,481,195.92 ","$383,882.00 ",0.06
101631003,Bethlehem-Center SD,Washington,"$9,122,680 ",$0.00 ,"$9,122,680 ","$8,525,997.06 ","$596,683.20 ","$8,963,230.53 ","$159,449.00 ",0.02
101631203,Burgettstown Area SD,Washington,"$6,704,784 ",$0.00 ,"$6,704,784 ","$6,122,147.62 ","$582,636.73 ","$6,521,069.46 ","$183,715.00 ",0.03
101631503,California Area SD,Washington,"$6,441,408 ",$0.00 ,"$6,441,408 ","$5,680,684.21 ","$760,724.00 ","$6,073,709.89 ","$367,698.00 ",0.06
101631703,Canon-McMillan SD,Washington,"$13,689,093 ",$0.00 ,"$13,689,093 ","$10,807,207.25 ","$2,881,885.94 ","$12,486,922.71 ","$1,202,170.00 ",0.10
101631803,Charleroi SD,Washington,"$9,683,498 ","$461,457.01 ","$9,222,041 ","$7,609,017.43 ","$1,613,023.61 ","$8,645,993.40 ","$1,037,505.00 ",0.12
101631903,Chartiers-Houston SD,Washington,"$5,175,256 ",$0.00 ,"$5,175,256 ","$4,612,611.62 ","$562,644.77 ","$4,928,660.21 ","$246,596.00 ",0.05
101632403,Fort Cherry SD,Washington,"$6,836,948 ",$0.00 ,"$6,836,948 ","$6,335,949.70 ","$500,998.31 ","$6,719,539.81 ","$117,408.00 ",0.02
101633903,McGuffey SD,Washington,"$10,642,174 ",$0.00 ,"$10,642,174 ","$9,984,984.31 ","$657,189.99 ","$10,379,366.53 ","$262,807.00 ",0.03
101636503,Peters Township SD,Washington,"$6,089,956 ",$0.00 ,"$6,089,956 ","$5,165,611.32 ","$924,344.67 ","$5,739,478.50 ","$350,478.00 ",0.06
101637002,Ringgold SD,Washington,"$14,067,096 ",$0.00 ,"$14,067,096 ","$12,491,639.40 ","$1,575,456.97 ","$13,453,588.70 ","$613,507.00 ",0.05
101638003,Trinity Area SD,Washington,"$13,123,035 ",$0.00 ,"$13,123,035 ","$11,347,239.58 ","$1,775,795.15 ","$12,481,267.99 ","$641,767.00 ",0.05
101638803,Washington SD,Washington,"$10,185,616 ","$374,362.60 ","$9,811,253 ","$8,502,667.59 ","$1,308,584.98 ","$9,316,852.39 ","$868,764.00 ",0.09
119648703,Wayne Highlands SD,Wayne,"$9,974,405 ",$0.00 ,"$9,974,405 ","$7,607,051.11 ","$2,367,353.78 ","$9,148,458.80 ","$825,946.00 ",0.09
119648903,Western Wayne SD,Wayne,"$6,051,246 ",$0.00 ,"$6,051,246 ","$4,658,772.57 ","$1,392,473.47 ","$5,475,927.35 ","$575,319.00 ",0.11
107650603,Belle Vernon Area SD,Westmoreland,"$10,565,549 ",$0.00 ,"$10,565,549 ","$9,342,627.82 ","$1,222,921.42 ","$9,985,814.11 ","$579,735.00 ",0.06
107650703,Burrell SD,Westmoreland,"$6,563,011 ",$0.00 ,"$6,563,011 ","$5,592,892.73 ","$970,117.85 ","$6,161,672.37 ","$401,339.00 ",0.07
107651603,Derry Area SD,Westmoreland,"$12,042,290 ",$0.00 ,"$12,042,290 ","$10,916,642.37 ","$1,125,647.99 ","$11,584,556.81 ","$457,733.00 ",0.04
107652603,Franklin Regional SD,Westmoreland,"$7,697,573 ",$0.00 ,"$7,697,573 ","$6,660,759.74 ","$1,036,813.12 ","$7,253,392.94 ","$444,180.00 ",0.06
107653102,Greater Latrobe SD,Westmoreland,"$12,150,019 ",$0.00 ,"$12,150,019 ","$10,110,586.97 ","$2,039,432.08 ","$11,191,012.42 ","$959,007.00 ",0.09
107653203,Greensburg Salem SD,Westmoreland,"$12,399,148 ","$546,737.95 ","$11,852,410 ","$9,941,286.90 ","$1,911,123.27 ","$11,245,952.97 ","$1,153,195.00 ",0.10
107653802,Hempfield Area SD,Westmoreland,"$19,674,800 ",$0.00 ,"$19,674,800 ","$17,031,510.92 ","$2,643,289.27 ","$18,796,918.46 ","$877,882.00 ",0.05
107654103,Jeannette City SD,Westmoreland,"$9,543,632 ","$364,789.25 ","$9,178,843 ","$7,903,721.41 ","$1,275,121.35 ","$8,793,174.01 ","$750,458.00 ",0.09
107654403,Kiski Area SD,Westmoreland,"$17,441,676 ",$0.00 ,"$17,441,676 ","$15,230,830.41 ","$2,210,845.96 ","$16,441,796.77 ","$999,879.00 ",0.06
107654903,Ligonier Valley SD,Westmoreland,"$6,427,707 ",$0.00 ,"$6,427,707 ","$5,521,626.12 ","$906,080.76 ","$6,154,025.98 ","$273,681.00 ",0.04
107655803,Monessen City SD,Westmoreland,"$6,617,723 ",$0.00 ,"$6,617,723 ","$5,926,730.71 ","$690,992.24 ","$6,413,877.19 ","$203,846.00 ",0.03
107655903,Mount Pleasant Area SD,Westmoreland,"$10,026,722 ",$0.00 ,"$10,026,722 ","$8,696,478.05 ","$1,330,244.38 ","$9,486,969.91 ","$539,752.00 ",0.06
107656303,New Kensington-Arnold SD,Westmoreland,"$15,381,729 ","$863,536.11 ","$14,518,193 ","$11,499,701.15 ","$3,018,491.68 ","$13,373,498.02 ","$2,008,231.00 ",0.15
107656502,Norwin SD,Westmoreland,"$17,490,484 ",$0.00 ,"$17,490,484 ","$15,364,468.00 ","$2,126,015.84 ","$16,556,619.73 ","$933,864.00 ",0.06
107657103,Penn-Trafford SD,Westmoreland,"$15,298,530 ",$0.00 ,"$15,298,530 ","$13,775,631.40 ","$1,522,898.58 ","$14,635,387.77 ","$663,142.00 ",0.05
107657503,Southmoreland SD,Westmoreland,"$10,402,544 ",$0.00 ,"$10,402,544 ","$9,275,150.55 ","$1,127,393.29 ","$9,909,165.46 ","$493,379.00 ",0.05
107658903,Yough SD,Westmoreland,"$10,370,565 ",$0.00 ,"$10,370,565 ","$9,446,640.17 ","$923,925.07 ","$10,052,191.21 ","$318,374.00 ",0.03
119665003,Lackawanna Trail SD,Wyoming,"$6,168,287 ",$0.00 ,"$6,168,287 ","$5,500,408.85 ","$667,878.60 ","$5,881,407.69 ","$286,879.00 ",0.05
118667503,Tunkhannock Area SD,Wyoming,"$11,917,300 ",$0.00 ,"$11,917,300 ","$10,716,062.82 ","$1,201,236.94 ","$11,430,968.86 ","$486,331.00 ",0.04
112671303,Central York SD,York,"$10,686,651 ",$0.00 ,"$10,686,651 ","$6,801,710.61 ","$3,884,940.71 ","$9,194,030.90 ","$1,492,620.00 ",0.16
112671603,Dallastown Area SD,York,"$13,057,949 ",$0.00 ,"$13,057,949 ","$8,209,903.61 ","$4,848,044.99 ","$11,020,170.26 ","$2,037,779.00 ",0.18
112671803,Dover Area SD,York,"$13,146,225 ",$0.00 ,"$13,146,225 ","$10,785,813.26 ","$2,360,411.27 ","$12,264,828.19 ","$881,397.00 ",0.07
112672203,Eastern York SD,York,"$8,873,644 ",$0.00 ,"$8,873,644 ","$7,152,388.86 ","$1,721,255.28 ","$8,265,324.47 ","$608,320.00 ",0.07
112672803,Hanover Public SD,York,"$4,924,140 ",$0.00 ,"$4,924,140 ","$2,473,539.31 ","$2,450,600.58 ","$3,961,344.99 ","$962,795.00 ",0.24
112674403,Northeastern York SD,York,"$13,298,846 ",$0.00 ,"$13,298,846 ","$10,429,550.60 ","$2,869,295.80 ","$12,470,968.95 ","$827,877.00 ",0.07
115674603,Northern York County SD,York,"$8,758,279 ",$0.00 ,"$8,758,279 ","$7,091,641.14 ","$1,666,638.07 ","$8,023,552.18 ","$734,727.00 ",0.09
112675503,Red Lion Area SD,York,"$16,697,211 ",$0.00 ,"$16,697,211 ","$14,217,334.15 ","$2,479,877.09 ","$15,911,022.58 ","$786,188.00 ",0.05
112676203,South Eastern SD,York,"$9,619,151 ",$0.00 ,"$9,619,151 ","$8,470,035.61 ","$1,149,115.39 ","$9,143,880.30 ","$475,271.00 ",0.05
112676403,South Western SD,York,"$12,031,917 ",$0.00 ,"$12,031,917 ","$9,636,980.14 ","$2,394,936.72 ","$11,170,877.25 ","$861,040.00 ",0.08
112676503,Southern York County SD,York,"$8,759,379 ",$0.00 ,"$8,759,379 ","$7,432,195.87 ","$1,327,182.80 ","$8,291,152.45 ","$468,227.00 ",0.06
112676703,Spring Grove Area SD,York,"$12,481,416 ",$0.00 ,"$12,481,416 ","$10,224,027.70 ","$2,257,388.31 ","$11,604,251.23 ","$877,165.00 ",0.08
115219002,West Shore SD,York,"$15,850,015 ",$0.00 ,"$15,850,015 ","$12,404,717.40 ","$3,445,297.28 ","$14,555,193.75 ","$1,294,821.00 ",0.09
112678503,West York Area SD,York,"$8,039,022 ",$0.00 ,"$8,039,022 ","$5,484,499.19 ","$2,554,522.84 ","$7,301,485.28 ","$737,537.00 ",0.10
112679002,York City SD,York,"$90,584,282 ","$6,906,830.61 ","$83,677,451 ","$59,534,614.77 ","$24,142,836.03 ","$76,287,931.14 ","$14,296,351.00 ",0.19
112679403,York Suburban SD,York,"$4,526,861 ",$0.00 ,"$4,526,861 ","$1,746,071.82 ","$2,780,789.07 ","$3,420,524.89 ","$1,106,336.00 ",0.32
,,,,,,,,,,
,,Basic Education Funding: Formula plus Level Up,"$7,305,079,041 ","$225,000,000.00 ","$7,080,079,048 ","$5,656,411,805.59 ","$1,423,667,243.35 ","$6,555,079,048.99 ","$750,000,005.00 ",0.11
,,,,,,,,,,
,Social Security Payments to School Districts,,"$545,045,000 ",,,,,,,
,,,,,,,,,,
,Total Basic Education Funding and Level Up Supplement,,"$7,850,124,041 ",,,,,,,
